_step,_runtime,_timestamp,actor/entropy,actor/grad_norm,actor/kl_coef,actor/kl_loss,actor/lr,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,perf/cpu_memory_used_gb,perf/max_memory_allocated_gb,perf/max_memory_reserved_gb,perf/mfu/actor,perf/throughput,perf/time_per_step,perf/total_num_tokens,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,response_length_non_aborted/clip_ratio,response_length_non_aborted/max,response_length_non_aborted/mean,response_length_non_aborted/min,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/adv,timing_s/gen,timing_s/generate_sequences,timing_s/generation_timing/max,timing_s/generation_timing/min,timing_s/generation_timing/topk_ratio,timing_s/old_log_prob,timing_s/ref,timing_s/reward,timing_s/save_checkpoint,timing_s/start_profile,timing_s/step,timing_s/stop_profile,timing_s/testing,timing_s/update_actor,training/epoch,training/global_step,val-core/amazon_test/reward/mean@1
10,9490.191617699,1784264422.678313,0.3247222602367401,0.36031973361968994,0.001,2.4854744377971283e-05,1.9693654266958424e-08,0,0,0.0005045372195034324,0,2.4748666286468506,-0.026836751028895378,-2.4748597145080566,2.4748666286468506,-0.026836751028895378,-2.4748597145080566,1,-0.02644866146147251,-0.5,1,-0.02644866146147251,-0.5,1143540,1143540,1143540,1143540.0,1143540,0,168.7208251953125,53.40025758743286,57.484375,0.3290213663681925,1674.2589055140486,683.0126429274678,1143540,0,706,636.4821166992188,597,0,0.6808035969734192,2048,1916.0625,421,0.6808035969734192,2048,1916.0625,421,5.68664159999034e-06,0.4977381880981855,0.011082470161718124,0.04318735951574272,0.006502902135252953,427.25646971073,407.73431396484375,407.73431396484375,407.73431396484375,0,13.27262787334621,12.673247928731143,180.40638685878366,,3.990437835454941e-05,683.0126429274678,3.148801624774933e-05,,49.38647310063243,0,10,
11,10187.287219324,1784265116.4930716,0.3235689699649811,0.38283807039260864,0.001,2.523251157758843e-05,2.1881838074398247e-08,0,0,0.00032505265476267636,0,2.4748666286468506,-0.017335252836346626,-2.4748597145080566,2.4748666286468506,-0.017335252836346626,-2.4748597145080566,1,-0.012714286334812641,-0.5,1,-0.012714286334812641,-0.5,1127932,1127932,1127932,1127932.0,1127932,0,169.3245849609375,53.50163745880127,57.73828125,0.3292248057239408,1625.725535283953,693.8022289248183,1127932,0,727,634.6964111328125,597,0,0.5959821343421936,2048,1883.0089111328125,492,0.5959821343421936,2048,1883.0089111328125,492,5.630601345458078e-06,0.49071103706643254,0.011103923434837603,0.04309324851862482,0.006350935436785221,413.9579423367977,394.18206787109375,394.18206787109375,394.18206787109375,0,13.1035633450374,12.524470567703247,205.59304650872946,,2.6304274797439575e-05,693.8022289248183,3.1295232474803925e-05,,48.60625398810953,0,11,
12,10884.375435339,1784265813.5886192,0.3306145966053009,0.2833274006843567,0.001,2.443031442045158e-05,2.4070021881838074e-08,0,0,0.0004232189711896056,0,2.474682092666626,-0.022897813469171524,-2.4748597145080566,2.474682092666626,-0.022897813469171524,-2.4748597145080566,1,-0.024086495861411095,-0.5,1,-0.024086495861411095,-0.5,1138870,1138870,1138870,1138870.0,1138870,0,168.80950927734375,53.50163745880127,57.73828125,0.329550094972573,1633.7807569322324,697.0763948392123,1138870,0,712,637.8928833007812,601,0,0.6473214030265808,2048,1904.2276611328125,417,0.6473214030265808,2048,1904.2276611328125,417,5.633589364905225e-06,0.5025684885838684,0.0110800247591824,0.04309650807445568,0.006415925920009613,428.7381621999666,409.3764953613281,409.3764953613281,409.3764953613281,0,13.214783241972327,12.61870779749006,193.40594604332,,4.054419696331024e-05,697.0763948392123,3.136042505502701e-05,,49.081320150755346,0,12,
13,11579.227102028,1784266510.6769233,0.33060359954833984,0.30288735032081604,0.001,2.4677711531249045e-05,2.6258205689277897e-08,0,0,8.980337891128385e-05,0,2.4748666286468506,-0.005425279028713703,-2.4748597145080566,2.4748666286468506,-0.005425279028713703,-2.4748597145080566,1,-0.01929241232573986,-0.5,1,-0.01929241232573986,-0.5,1144766,1144766,1144766,1144766.0,1144766,0,168.89208984375,53.50163745880127,57.73828125,0.33192752434736295,1642.2405518368778,697.0757108144462,1144766,0,724,638.1428833007812,600,0,0.6473214030265808,2048,1917.138427734375,430,0.6473214030265808,2048,1917.138427734375,430,5.587187796691643e-06,0.4977634236487424,0.011075943086654027,0.04280073727677144,0.006396022625267506,427.51805377658457,408.0870361328125,408.0870361328125,408.0870361328125,0,13.267032249830663,12.679363063536584,194.59761462267488,,3.1327828764915466e-05,697.0757108144462,3.0623748898506165e-05,,48.99682880938053,0,13,
14,12287.937974901,1784267205.528355,0.32215210795402527,0.3784138858318329,0.001,2.4452085310666896e-05,2.8446389496717723e-08,0,0,0.000630152089760653,0,2.4748647212982178,-0.03333044424653053,-2.4748597145080566,2.4748647212982178,-0.03333044424653053,-2.4748597145080566,1,-0.017794642597436905,-0.5,1,-0.017794642597436905,-0.5,1134067,1134067,1134067,1134067.0,1134067,0,168.7064208984375,53.50163745880127,57.73828125,0.3294589706306924,1632.1293740489393,694.8389129145071,1134067,0,712,641.6071166992188,597,0,0.6629464030265808,2048,1889.7923583984375,369,0.6629464030265808,2048,1889.7923583984375,369,5.607843549995317e-06,0.49667657163549567,0.011087372616232646,0.04309612111789999,0.00635967031121254,420.4997958140448,400.96856689453125,400.96856689453125,400.96856689453125,0,13.174398139119148,12.573823400773108,199.70036598481238,,3.257580101490021e-05,694.8389129145071,3.0335038900375366e-05,,48.873888787813485,0,14,
15,13010.581691704,1784267914.2394357,0.32607120275497437,0.3479135036468506,0.001,2.449201261066375e-05,3.063457330415755e-08,0,0,0.00014390518191824097,0,2.4748666286468506,-0.008733212947845459,-2.4748597145080566,2.4748666286468506,-0.008733212947845459,-2.4748597145080566,1,-0.012593192979693413,-0.5,1,-0.012593192979693413,-0.5,1119850,1119850,1119850,1119850.0,1119850,0,168.86627197265625,53.50163745880127,57.73828125,0.32894272682428366,1580.1504737625403,708.6983287949115,1119850,0,706,629.7678833007812,595,0,0.6004464030265808,2048,1869.8973388671875,520,0.6004464030265808,2048,1869.8973388671875,520,8.376695383029915e-06,0.487695230979406,0.011092235075200345,0.0431035373082314,0.00938064232468605,408.5491227246821,389.18255615234375,389.18255615234375,389.18255615234375,0,13.014572443440557,12.421639448963106,226.42364915646613,,2.7392059564590454e-05,708.6983287949115,2.7744099497795105e-05,,48.269496254622936,0,15,
16,13702.799480413,1784268636.8831773,0.32938364148139954,0.37195056676864624,0.001,2.5157434349090847e-05,3.282275711159737e-08,0,0,0.00033991636155406013,0,2.4748666286468506,-0.01881619356572628,-2.4748597145080566,2.4748666286468506,-0.01881619356572628,-2.4748597145080566,1,-0.017281249165534973,-0.5,1,-0.017281249165534973,-0.5,1139921,1139921,1139921,1139921.0,1139921,0,169.02813720703125,53.50163745880127,57.73828125,0.3295658902100701,1577.4628384660725,722.6293844794855,1139921,0,692,634.6071166992188,597,0,0.65625,2048,1909.859375,408,0.65625,2048,1909.859375,408,5.7058735670327575e-06,0.5040141984091067,0.011085034039842762,0.04309374448558083,0.006504245102405548,431.2431164002046,411.62591552734375,411.62591552734375,411.62591552734375,0,13.226095522753894,12.6360630877316,216.3835585527122,,3.625638782978058e-05,722.6293844794855,2.985633909702301e-05,,49.12346430774778,0,16,
17,14422.33809738,1784269329.100958,0.3261474072933197,0.3500789403915405,0.001,2.4797568046927398e-05,3.5010940919037196e-08,0,0,0.00030446207187642167,0,2.4748666286468506,-0.016352327540516853,-2.4748597145080566,2.4748666286468506,-0.016352327540516853,-2.4748597145080566,1,-0.025661829859018326,-0.5,1,-0.025661829859018326,-0.5,1141573,1141573,1141573,1141573.0,1141573,0,169.4061279296875,53.50163745880127,57.73828125,0.32959667260272946,1649.187190301576,692.2034119069576,1141573,0,712,637.1428833007812,597,0,0.6696428656578064,2048,1911.0111083984375,441,0.6696428656578064,2048,1911.0111083984375,441,5.577053172251181e-06,0.5018519819338694,0.011093367967971295,0.043105591969502505,0.006366613321006298,429.65204284898937,410.2077941894531,410.2077941894531,410.2077941894531,0,13.249846990220249,12.663889351300895,187.41268776450306,,3.4368596971035004e-05,692.2034119069576,2.9375776648521423e-05,,49.208179941400886,0,17,
18,15100.742884007,1784270048.6396616,0.3281814455986023,0.3788832426071167,0.001,2.517081234795374e-05,3.7199124726477025e-08,0,0,0.0003058062618353632,0,2.4748666286468506,-0.01695641316473484,-2.4748597145080566,2.4748666286468506,-0.01695641316473484,-2.4748597145080566,1,-0.02766629494726658,-0.5,1,-0.02766629494726658,-0.5,1152561,1152561,1152561,1152561.0,1152561,0,169.48486328125,53.50163745880127,57.73828125,0.33001651598450354,1601.8418443871005,719.522344879806,1152561,0,700,639.6785888671875,596,0,0.7008928656578064,2048,1933.002197265625,627,0.7008928656578064,2048,1933.002197265625,627,5.514167290969022e-06,0.5257381667687061,0.011082901344497624,0.043077837805068166,0.006355414167046547,455.2813663491979,435.7232666015625,435.7232666015625,435.7232666015625,0,13.397880329750478,12.773719856515527,188.40261876676232,,3.90075147151947e-05,719.522344879806,3.0462630093097687e-05,,49.64983581844717,0,18,
19,15777.381948804,1784270727.0443332,0.32789576053619385,0.36967626214027405,0.001,2.4905857015032867e-05,3.938730853391685e-08,0,0,0.00016994026172680458,0,2.4748666286468506,-0.010488545522093773,-2.4748597145080566,2.4748666286468506,-0.010488545522093773,-2.4748597145080566,1,-0.024541854858398438,-0.5,1,-0.024541854858398438,-0.5,1147706,1147706,1147706,1147706.0,1147706,0,169.787353515625,53.59041213989258,57.73828125,0.32942755594811546,1691.803212766774,678.3921388369054,1147706,0,728,640.5357055664062,597,0,0.6897321343421936,2048,1921.3079833984375,662,0.6897321343421936,2048,1921.3079833984375,662,5.670571737568973e-06,0.494849901132584,0.011074260977894698,0.04313942156825628,0.006508149206638336,425.94007300026715,406.4680480957031,406.4680480957031,406.4680480957031,0,13.312607128173113,12.709995769895613,176.90113017428666,,2.707168459892273e-05,678.3921388369054,3.203190863132477e-05,,49.51137297041714,0,19,
20,16502.166826105,1784271403.683237,0.33148255944252014,0.3460330069065094,0.001,2.4607589898086914e-05,4.157549234135667e-08,0,0,0.0005374287192891494,0,2.4748666286468506,-0.029469439759850502,-2.4748597145080566,2.4748666286468506,-0.029469439759850502,-2.4748597145080566,1,-0.018294643610715866,-0.5,1,-0.018294643610715866,-0.5,1132895,1132895,1132895,1132895.0,1132895,0,169.31719970703125,53.59041213989258,57.73828125,0.3291258420509121,1674.3451681518086,676.6197445718572,1132895,0,695,632.4821166992188,595,0,0.6741071343421936,2048,1896.3013916015625,450,0.6741071343421936,2048,1896.3013916015625,450,5.792583984732867e-06,0.4974033737196127,0.01108590480502655,0.04312722133697522,0.006562389433383942,422.5655543198809,403.3071594238281,403.3071594238281,403.3071594238281,0,13.167132998816669,12.559166124090552,179.45202067121863,,4.0063634514808655e-05,676.6197445718572,3.062281757593155e-05,,48.858613416552544,0,20,
21,17184.335455274,1784272128.4683735,0.32858654856681824,0.3829904794692993,0.001,2.4839276620139345e-05,4.3763676148796494e-08,0,0,0.0004656687004691256,0,2.4748666286468506,-0.02609466388821602,-2.4748597145080566,2.4748666286468506,-0.02609466388821602,-2.4748597145080566,1,-0.028325336053967476,-0.5,1,-0.028325336053967476,-0.5,1138551,1138551,1138551,1138551.0,1138551,0,169.4910888671875,53.59041213989258,57.73828125,0.329238030274586,1570.908305279203,724.7724110782146,1138551,0,743,637.9642944335938,598,0,0.6450892686843872,2048,1903.4442138671875,492,0.6450892686843872,2048,1903.4442138671875,492,5.742054454156747e-06,0.5019976976708097,0.011073678476810365,0.043132299255773186,0.006537621840834618,428.0750227048993,408.6058349609375,408.6058349609375,408.6058349609375,0,13.226895938627422,12.607947703450918,221.73708303365856,,2.7744099497795105e-05,724.7724110782146,3.0271708965301514e-05,,49.108322449959815,0,21,
22,17897.965490949,1784272810.636984,0.32812049984931946,0.365040123462677,0.001,2.5011367458263312e-05,4.5951859956236324e-08,0,0,0.0004192037494230673,0,2.4748458862304688,-0.023362362757325172,-2.4748597145080566,2.4748458862304688,-0.023362362757325172,-2.4748597145080566,1,-0.02922488935291767,-0.5,1,-0.02922488935291767,-0.5,1140300,1140300,1140300,1140300.0,1140300,0,169.21759033203125,53.59041213989258,57.73828125,0.32941750754070287,1671.6116692758997,682.1560419555753,1140300,0,724,636.7142944335938,594,0,0.6517857313156128,2048,1908.5982666015625,559,0.6517857313156128,2048,1908.5982666015625,559,5.654418468736697e-06,0.49689969145173923,0.01109588866847409,0.04311537852775922,0.0064477333799004555,424.87507497519255,405.3041687011719,405.3041687011719,405.3041687011719,0,13.218498560599983,12.652641848661005,182.22758381813765,,2.7039088308811188e-05,682.1560419555753,2.9727816581726074e-05,,49.16446613520384,0,22,
23,18601.420795395,1784273524.267023,0.32926586270332336,0.3639236092567444,0.001,2.7140796544476958e-05,4.814004376367615e-08,0,0,0.0004990320409646932,0,2.4748666286468506,-0.027395149692893028,-2.4748597145080566,2.4748666286468506,-0.027395149692893028,-2.4748597145080566,1,-0.03235268220305443,-0.5,1,-0.03235268220305443,-0.5,1134023,1134023,1134023,1134023.0,1134023,0,169.62286376953125,53.59041213989258,57.73828125,0.32884302977893887,1589.118849700498,713.6174869574606,1134023,0,722,638.0892944335938,601,0,0.6450892686843872,2048,1893.2120361328125,282,0.6450892686843872,2048,1893.2120361328125,282,8.051705918361727e-06,0.49891606465900057,0.01108646226353785,0.043175083187153185,0.009130819700658321,423.16015048511326,403.6180114746094,403.6180114746094,403.6180114746094,0,13.147235816344619,12.572303195483983,215.7564706588164,,3.0110590159893036e-05,713.6174869574606,2.9535964131355286e-05,,48.96153736114502,0,23,
24,19313.605767493,1784274227.7221906,0.3233119249343872,0.2952357530593872,0.001,2.715525435484537e-05,5.032822757111598e-08,0,0,0.0001752324909718983,0,2.4748647212982178,-0.00982234813272953,-2.4748597145080566,2.4748647212982178,-0.00982234813272953,-2.4748597145080566,1,-0.01515178568661213,-0.5,1,-0.01515178568661213,-0.5,1140586,1140586,1140586,1140586.0,1140586,0,169.1898193359375,53.59041213989258,57.73828125,0.32965254812293593,1621.4385831331333,703.440766653046,1140586,0,699,635.2321166992188,603,0,0.6674107313156128,2048,1910.71875,470,0.6674107313156128,2048,1910.71875,470,5.710599468726081e-06,0.5016740187635368,0.011090245236555033,0.04308819345760183,0.006513429805636406,429.433963409625,409.73577880859375,409.73577880859375,409.73577880859375,0,13.244202349334955,12.64937845338136,198.9504732582718,,4.0288083255290985e-05,703.440766653046,3.606453537940979e-05,,49.145790223032236,0,24,
25,20018.104202445,1784274939.9072766,0.3229493498802185,0.3096451759338379,0.001,2.7280874876721226e-05,5.251641137855579e-08,0,0,0.00034386263898192494,0,2.4748666286468506,-0.018440641462802887,-2.4748597145080566,2.4748666286468506,-0.018440641462802887,-2.4748597145080566,1,-0.018404018133878708,-0.5,1,-0.018404018133878708,-0.5,1135773,1135773,1135773,1135773.0,1135773,0,169.310546875,53.59041213989258,57.73828125,0.32964716893007134,1594.8044581863344,712.1706953914836,1135773,0,685,635.6785888671875,604,0,0.6272321343421936,2048,1899.529052734375,403,0.6272321343421936,2048,1899.529052734375,403,5.7957955489295196e-06,0.49962954074262383,0.011071060494415141,0.0430645618505835,0.0065827080979943275,425.1792432470247,405.656005859375,405.656005859375,405.656005859375,0,13.165817988105118,12.574211590923369,212.3226231439039,,3.600027412176132e-05,712.1706953914836,3.788713365793228e-05,,48.91156660672277,0,25,
26,20710.675753603,1784275644.4056249,0.33032140135765076,0.3556826710700989,0.001,2.765281577903435e-05,5.470459518599562e-08,0,0,0.000372984622704071,0,2.4748666286468506,-0.020287564024329185,-2.4748597145080566,2.4748666286468506,-0.020287564024329185,-2.4748597145080566,1,-0.024544086307287216,-0.5,1,-0.024544086307287216,-0.5,1142756,1142756,1142756,1142756.0,1142756,0,169.235595703125,53.59041213989258,57.73828125,0.32961666696192427,1622.121798120643,704.4822412990034,1142756,0,670,635.3214111328125,596,0,0.6808035969734192,2048,1915.4732666015625,362,0.6808035969734192,2048,1915.4732666015625,362,5.622468568896507e-06,0.5012526331764711,0.011104938088593409,0.04309818624159963,0.006425109691917896,430.1409246129915,410.720703125,410.720703125,410.720703125,0,13.267067808657885,12.69023463036865,199.11639547441155,,4.08003106713295e-05,704.4822412990034,2.998393028974533e-05,,49.25071091670543,0,26,
27,21396.0562316,1784276336.9772372,0.33002910017967224,0.3459419012069702,0.001,2.5029688802124852e-05,5.6892778993435446e-08,0,0,8.14914640112856e-05,0,2.4748666286468506,-0.003778852056711912,-2.4748597145080566,2.4748666286468506,-0.003778852056711912,-2.4748597145080566,1,-0.0082516735419631,-0.5,1,-0.0082516735419631,-0.5,1138452,1138452,1138452,1138452.0,1138452,0,169.4442138671875,53.59041213989258,57.73828125,0.3293001071522772,1643.8337768048398,692.559075050056,1138452,0,703,636.625,602,0,0.6495535969734192,2048,1904.5625,1,0.6495535969734192,2048,1904.5625,1,5.492502967810612e-06,0.5033444800422829,0.011079420380155502,0.0431255374636126,0.006252950988709927,429.47565752919763,410.0568542480469,410.0568542480469,410.0568542480469,0,13.244631661102176,12.61338829062879,188.1121726129204,,2.710428088903427e-05,692.559075050056,3.0496157705783844e-05,,49.09635437652469,0,27,
